FacilityID,FacilityType,FacilityName,RegionID
100324,Chest Disease Clinic,Munshiganj Chest Disease Clinic [DGHS Facility ID 324],1
100325,Union Health Sub Center,Basail Union Health Sub Center-Serajdikhan [DGHS Facility ID 325],1
100326,Union Health Sub Center,Kola Union Health Sub Center [DGHS Facility ID 326],1
100327,Union Health Sub Center,Madhyapara Union Health Sub Center [DGHS Facility ID 327],1
100328,Upazila Health Complex,Serajdikhan Upazila Health Complex [DGHS Facility ID 328],1
100329,Union Health Sub Center,Pauldia(bayragadi) Union Health Sub Center [DGHS Facility ID 329],1
100330,Union Health Sub Center,Raja Nagar(2) Union Health Sub Center [DGHS Facility ID 330],1
100331,Union Health Sub Center,Raja Nagar(3) Union Health Sub Center [DGHS Facility ID 331],1
100332,Union Health Sub Center,Sekhar Nagar Union Health Sub Center [DGHS Facility ID 332],1
100333,Union Health Sub Center,Serajdikhan(rasunia) Union Health Sub Center [DGHS Facility ID 333],1
100334,Union Health Sub Center,Bhagyakul Union Health Sub Center [DGHS Facility ID 334],1
100335,Union Health Sub Center,Hasara Union Health Sub Center [DGHS Facility ID 335],1
100336,Upazila Health Complex,Sreenagar Upazila Health Complex [DGHS Facility ID 336],1
100337,Union Health Sub Center,Sreenagar Union Health Sub Center [DGHS Facility ID 337],1
100338,Union Health Sub Center,Dhipur Union Health Sub Center [DGHS Facility ID 338],1
100339,Union Health Sub Center,Hat Baligaon Union Health Sub Center [DGHS Facility ID 339],1
100340,Union Health Sub Center,Jashalong Union Health Sub Center [DGHS Facility ID 340],1
100341,Union Health Sub Center,Mulchar Union Health Sub Center [DGHS Facility ID 341],1
100342,Upazila Health Complex,Tungibari Upazila Health Complex [DGHS Facility ID 342],1
100343,Union Health Sub Center,Tungibari Union Health Sub Center [DGHS Facility ID 343],1
100344,Union Health Sub Center,Dakatia Union Health Sub Center [DGHS Facility ID 344],8
100345,Union Health Sub Center,Dhitpur(dhalia) Union Health Sub Center [DGHS Facility ID 345],8
100346,Trauma Center,Bhaluka Trauma Center [DGHS Facility ID 346],8
100347,Upazila Health Complex,Bhaluka Upazila Health Complex [DGHS Facility ID 347],8
100348,Union Health Sub Center,Uthura Union Health Sub Center [DGHS Facility ID 348],8
100349,Union Health Sub Center,Munshirhat Union Health Sub Center [DGHS Facility ID 349],8
100350,Upazila Health Complex,Dhubaura Upazila Health Complex [DGHS Facility ID 350],8
100351,Union Health Sub Center,Asim Union Health Sub Center [DGHS Facility ID 351],8
100352,Union Health Sub Center,Fulbaria Union Health Sub Center [DGHS Facility ID 352],8
100353,Upazila Health Complex,Fulbaria Upazila Health Complex [DGHS Facility ID 353],8
100354,Union Health Sub Center,Putijana Union Health Sub Center [DGHS Facility ID 354],8
100355,Union Health Sub Center,Rangamatia Union Health Sub Center [DGHS Facility ID 355],8
100356,Union Health Sub Center,Kashiganj(biska) Union Health Sub Center [DGHS Facility ID 356],8
100357,Upazila Health Complex,Phulpur Upazila Health Complex [DGHS Facility ID 357],8
100358,Union Health Sub Center,Rahimganj Union Health Sub Center [DGHS Facility ID 358],8
100359,Union Health Sub Center,Tarakanda Union Health Sub Center [DGHS Facility ID 359],8
100360,Union Health & Family Welfare Center (UH&FWC),Datter Bazar Uh&fwc [DGHS Facility ID 360],8
100361,Union Health Sub Center,Halimabad(panchbag) Union Health Sub Center [DGHS Facility ID 361],8
100362,Union Health Sub Center,Moshakhali Union Health Sub Center [DGHS Facility ID 362],8
100363,Union Health Sub Center,Mukhi Union Health Sub Center [DGHS Facility ID 363],8
100364,Upazila Health Complex,Gofargaon Upazila Health Complex [DGHS Facility ID 364],8
100365,Union Health Sub Center,Shibganj(rouna) Union Health Sub Center [DGHS Facility ID 365],8
100366,Union Health Sub Center,Balijuri Union Health Sub Center [DGHS Facility ID 366],8
100367,Union Health Sub Center,Dhuwakhala Union Health Sub Center [DGHS Facility ID 367],8
100368,Upazila Health Complex,Gouripur Upazila Health Complex [DGHS Facility ID 368],8
100369,Union Health Sub Center,Ramgopalpur Union Health Sub Center [DGHS Facility ID 369],8
100370,Union Health Sub Center,Shahanati Union Health Sub Center [DGHS Facility ID 370],8
100371,Union Health Sub Center,Shahgonj(acintapur) Union Health Sub Center [DGHS Facility ID 371],8
100372,Union Health Sub Center,Dhurali Union Health Sub Center [DGHS Facility ID 372],8
100373,Union Health Sub Center,Nagla(amtali) Union Health Sub Center [DGHS Facility ID 373],8
100374,Upazila Health Complex,Haluaghat Upazila Health Complex [DGHS Facility ID 374],8
100375,Union Health Sub Center,Shakula Union Health Sub Center [DGHS Facility ID 375],8
100376,Union Health Sub Center,Athara Union Health Sub Center [DGHS Facility ID 376],8
100377,Union Health Sub Center,Laxmiganj(maizbag) Union Health Sub Center [DGHS Facility ID 377],8
100378,Upazila Health Complex,Iswarganj Upazila Health Complex [DGHS Facility ID 378],8
100379,Union Health Sub Center,Rajibpur Union Health Sub Center [DGHS Facility ID 379],8
100380,Union Health Sub Center,Battola(daogaon) Union Health Sub Center [DGHS Facility ID 380],8
100381,Union Health Sub Center,Haripur Dauly (Kheruajani) Union Health Sub Center [DGHS Facility ID 381],8
100382,Upazila Health Complex,Muktagacha Upazila Health Complex [DGHS Facility ID 382],8
100383,Union Health Sub Center,Padurbari(mankon) Union Health Sub Center [DGHS Facility ID 383],8
100384,Union Health Sub Center,Rasulpur(ghoga) Union Health Sub Center [DGHS Facility ID 384],8
100385,Union Health Sub Center,Anandipur Union Health Sub Center [DGHS Facility ID 385],8
100386,Union Health Sub Center,Biddagonj Union Health Sub Center [DGHS Facility ID 386],8
100387,Union Health Sub Center,Dapunia Union Health Sub Center [DGHS Facility ID 387],8
100388,Upazila Level Office,Mymensingh (sadar) Upazila Health Office [DGHS Facility ID 388],8
100390,District Level Office,Mymensingh Civil Surgeon Office [DGHS Facility ID 390],8
100391,Medical College,Mymensingh Medical College [DGHS Facility ID 391],8
100392,Medical College Hospital,Mymensingh Medical College Hospital [DGHS Facility ID 392],8
100393,School Health Clinic,Mymensingh School Health Clinic [DGHS Facility ID 393],8
100394,Chest Disease Clinic,Mymensingh Chest Disease Clinic [DGHS Facility ID 394],8
100395,Union Health Sub Center,Darilla Union Health Sub Center [DGHS Facility ID 395],8
100396,Union Health Sub Center,Gangail Union Health Sub Center [DGHS Facility ID 396],8
100397,Union Health Sub Center,Kharua Union Health Sub Center [DGHS Facility ID 397],8
100398,Union Health Sub Center,Muazzempur Union Health Sub Center [DGHS Facility ID 398],8
100399,Upazila Health Complex,Nandail Upazila Health Complex [DGHS Facility ID 399],8
100400,Union Health Sub Center,Panchrukhi Union Health Sub Center [DGHS Facility ID 400],8
100401,Union Health Sub Center,Dani Khola Union Health Sub Center [DGHS Facility ID 401],8
100402,Union Health Sub Center,Dhala Union Health Sub Center [DGHS Facility ID 402],8
100403,Union Health Sub Center,Kanihari Union Health Sub Center [DGHS Facility ID 403],8
100404,Upazila Health Complex,Trisal Upazila Health Complex [DGHS Facility ID 404],8
100405,Union Health Sub Center,Sankibhanga(mukhpur) Union Health Sub Center [DGHS Facility ID 405],8
100406,Union Health Sub Center,Brahmandi Union Health Sub Center [DGHS Facility ID 406],1
100407,Union Health Sub Center,Chaitankanda Union Health Sub Center [DGHS Facility ID 407],1
100408,Union Health Sub Center,Haizadi Union Health Sub Center [DGHS Facility ID 408],1
100409,Union Health Sub Center,Kalapaharia Union Health Sub Center [DGHS Facility ID 409],1
100410,Upazila Health Complex,Araihazar Upazila Health Complex [DGHS Facility ID 410],1
100411,20-bed Hospital,Monohargram 20 bed Hospital [DGHS Facility ID 411],1
100413,Union Health Sub Center,Satgram Union Health Sub Center [DGHS Facility ID 413],1
100414,Union Health Sub Center,Madanpur Union Health Sub Center [DGHS Facility ID 414],1
100415,Upazila Health Complex,Bandar Upazila Health Complex [DGHS Facility ID 415],1
100416,20-bed Hospital,Fatullah 20 bed Hospital [DGHS Facility ID 416],1
100417,Upazila Level Office,Narayanganj (sadar) Upazila Health Office [DGHS Facility ID 417],1
100418,20-bed Hospital,Siddirganj 20 bed Hospital [DGHS Facility ID 418],1
100419,Union Health Sub Center,Sharifunnesa Union Health Sub Center [DGHS Facility ID 419],1
100420,General Hospital (Non District Hospital),Narayanganj 300 Bed Hospital [DGHS Facility ID 420],1
100421,District Level Office,Narayanganj Civil Surgeon Office [DGHS Facility ID 421],1
100422,District/General Hospital,Narayanganj General (Victoria) Hospital [DGHS Facility ID 422],1
100423,School Health Clinic,Narayanganj School Health Clinic [DGHS Facility ID 423],1
100424,Union Health Sub Center,Bhulta Union Health Sub Center [DGHS Facility ID 424],1
100425,Upazila Health Complex,Rupganj Upazila Health Complex [DGHS Facility ID 425],1
100426,Union Health Sub Center,Rupgonj Union Health Sub Center [DGHS Facility ID 426],1
100427,Union Health Sub Center,Baradi Union Health Sub Center [DGHS Facility ID 427],1
100428,Union Health Sub Center,Bhattapur(aminpur) Union Health Sub Center [DGHS Facility ID 428],1
100429,Union Health Sub Center,Hosainpur Union Health Sub Center [DGHS Facility ID 429],1
100430,Upazila Health Complex,Sonargaon Upazila Health Complex [DGHS Facility ID 430],1
100431,Upazila Health Complex,Belabo Upazila Health Complex [DGHS Facility ID 431],1
100432,Union Health Sub Center,Poradia Union Health Sub Center [DGHS Facility ID 432],1
100433,Union Health Sub Center,Barachapa Union Health Sub Center [DGHS Facility ID 433],1
100434,Union Health Sub Center,Gotashia Union Health Sub Center [DGHS Facility ID 434],1
100435,Union Health Sub Center,Kanchikata Union Health Sub Center [DGHS Facility ID 435],1
100436,Union Health Sub Center,Labutala Union Health Sub Center [DGHS Facility ID 436],1
100437,Union Health Sub Center,Monahardi(shukundi) Union Health Sub Center [DGHS Facility ID 437],1
100438,Upazila Health Complex,Monohardi Upazila Health Complex [DGHS Facility ID 438],1
100439,Union Health Sub Center,Algi(madhabdi) Union Health Sub Center [DGHS Facility ID 439],1
100440,Union Health Sub Center,Amdia Union Health Sub Center [DGHS Facility ID 440],1
100441,Union Health Sub Center,Bhagirathpur Union Health Sub Center [DGHS Facility ID 441],1
100442,Union Health Sub Center,Bhatpara Union Health Sub Center [DGHS Facility ID 442],1
100443,Union Health Sub Center,Karimpur Union Health Sub Center [DGHS Facility ID 443],1
100444,Union Health Sub Center,Narsingdi Sadar Union Health Sub Center [DGHS Facility ID 444],1
100445,Upazila Level Office,Narsingdi (sadar) Upazila Health Office [DGHS Facility ID 445],1
100446,District Level Office,Narsingdi Civil Surgeon Office [DGHS Facility ID 446],1
100447,District/General Hospital,Narsingdi District Hospital [DGHS Facility ID 447],1
100448,General Hospital (Non District Hospital),Narsingdi 100 Bed Zilla Hospital [DGHS Facility ID 448],1
100449,Union Health Sub Center,Charsindur Union Health Sub Center [DGHS Facility ID 449],1
100450,Union Health Sub Center,Ghorasal Union Health Sub Center [DGHS Facility ID 450],1
100451,Upazila Health Complex,Palash Upazila Health Complex [DGHS Facility ID 451],1
100452,Union Health Sub Center,Maddya Nagar(paratali) Union Health Sub Center [DGHS Facility ID 452],1
100453,Upazila Health Complex,Raipura Upazila Health Complex [DGHS Facility ID 453],1
100454,Union Health Sub Center,Raipura Union Health Sub Center [DGHS Facility ID 454],1
100455,Union Health Sub Center,Kumardi Union Health Sub Center [DGHS Facility ID 455],1
100456,Upazila Health Complex,Shibpur Upazila Health Complex [DGHS Facility ID 456],1
100457,Union Health Sub Center,Putia(saidnagar) Union Health Sub Center [DGHS Facility ID 457],1
100458,Union Health Sub Center,Shibpur Union Health Sub Center [DGHS Facility ID 458],1
100459,Union Health Sub Center,Deara(baniajan) Union Health Sub Center [DGHS Facility ID 459],8
100460,Union Health Sub Center,Nazirganj(luniswar) Union Health Sub Center [DGHS Facility ID 460],8
100461,Upazila Health Complex,Atpara Upazila Health Complex [DGHS Facility ID 461],8
100462,Union Health Sub Center,Dashdhar Union Health Sub Center [DGHS Facility ID 462],8
100463,Upazila Health Complex,Barhatta Upazila Health Complex [DGHS Facility ID 463],8
100464,Union Health Sub Center,Gugirkona Union Health Sub Center [DGHS Facility ID 464],8
100465,Upazila Health Complex,Durgapur Upazila Health Complex [DGHS Facility ID 465],3
100466,Union Health Sub Center,Lengura Union Health Sub Center [DGHS Facility ID 466],8
100467,Upazila Health Complex,Kalmakanda Upazila Health Complex [DGHS Facility ID 467],8
100468,Union Health Sub Center,Sidli(koylati) Union Health Sub Center [DGHS Facility ID 468],8
100469,Union Health Sub Center,Ashujia Union Health Sub Center [DGHS Facility ID 469],8
100470,Union Health Sub Center,Baikherhati(dalpa) Union Health Sub Center [DGHS Facility ID 470],8
100471,Union Health Sub Center,Balaishimul Union Health Sub Center [DGHS Facility ID 471],8
100472,Union Health Sub Center,Biddyaballav(goradoba) Union Health Sub Center [DGHS Facility ID 472],8
100473,Union Health Sub Center,Chirang Union Health Sub Center [DGHS Facility ID 473],8
100474,Union Health Sub Center,Gogda(mozaffarpur) Union Health Sub Center [DGHS Facility ID 474],8
100475,Union Health Sub Center,Majlishpur(paikura) Union Health Sub Center [DGHS Facility ID 475],8
100476,Union Health Sub Center,Maska Union Health Sub Center [DGHS Facility ID 476],8
100477,Upazila Health Complex,Kendua Upazila Health Complex [DGHS Facility ID 477],8
100478,Union Health Sub Center,Nowapara Union Health Sub Center [DGHS Facility ID 478],8
100479,Union Health Sub Center,Roailbari Union Health Sub Center [DGHS Facility ID 479],8
100480,Union Health Sub Center,Sandikona Union Health Sub Center [DGHS Facility ID 480],8
100481,Upazila Health Complex,Khaliajuri Upazila Health Complex [DGHS Facility ID 481],8
100482,Union Health Sub Center,Nurpur Boali(mendipur) Union Health Sub Center [DGHS Facility ID 482],8
100483,Upazila Health Complex,Madan Upazila Health Complex [DGHS Facility ID 483],8
100484,Upazila Health Complex,Mohanganj Upazila Health Complex [DGHS Facility ID 484],8
100485,Union Health Sub Center,Sahildaha Union Health Sub Center [DGHS Facility ID 485],8
100486,Union Health Sub Center,Tetulia Union Health Sub Center [DGHS Facility ID 486],8
100487,Upazila Level Office,Netrokona (sadar) Upazila Health Office [DGHS Facility ID 487],8
100488,Union Health Sub Center,Rouha Union Health Sub Center [DGHS Facility ID 488],8
100489,Union Health Sub Center,Thakurakona Union Health Sub Center [DGHS Facility ID 489],8
100490,District Level Office,Netrokona Civil Surgeon Office [DGHS Facility ID 490],8
100491,District/General Hospital,Netrokona District Hospital [DGHS Facility ID 491],8
100492,Union Health Sub Center,Agaia Union Health Sub Center [DGHS Facility ID 492],8
100493,Union Health Sub Center,Alampur Union Health Sub Center [DGHS Facility ID 493],8
100494,Union Health Sub Center,Jaria Union Health Sub Center [DGHS Facility ID 494],8
100495,Upazila Health Complex,Purbadhala Upazila Health Complex [DGHS Facility ID 495],8
100496,Union Health Sub Center,Shyamgong(gohalakanda) Union Health Sub Center [DGHS Facility ID 496],8
100497,Union Health Sub Center,Ariakandi(baharpur) Union Health Sub Center [DGHS Facility ID 497],1
100498,Union Health Sub Center,Baharpur Union Health Sub Center [DGHS Facility ID 498],1
100499,Union Health Sub Center,Naliagram Union Health Sub Center [DGHS Facility ID 499],1
100500,Upazila Health Complex,Baliakandi Upazila Health Complex [DGHS Facility ID 500],1
100501,Union Health Sub Center,Rajdhapur(islampur) Union Health Sub Center [DGHS Facility ID 501],1
100502,Union Health Sub Center,Daulatdia Union Health Sub Center [DGHS Facility ID 502],1
100503,Upazila Health Complex,Goalanda Upazila Health Complex [DGHS Facility ID 503],1
