id,display_name,concept_class,source,latest_source_version
SR4D,Increase of reproductive tissues and semen pattern (TM2),Diagnosis,ICD-11-MMS,2025-01
SR4C,Depletion of bone marrow pattern (TM2),Diagnosis,ICD-11-MMS,2025-01
SR4B,Increase of bone marrow pattern (TM2),Diagnosis,ICD-11-MMS,2025-01
SR4A,Depletion of bone tissues pattern (TM2),Diagnosis,ICD-11-MMS,2025-01
SR49,Increase of bone tissues pattern (TM2),Diagnosis,ICD-11-MMS,2025-01
SR48,Depletion of adipose tissues pattern (TM2),Diagnosis,ICD-11-MMS,2025-01
SR47,Increase of adipose tissues pattern (TM2),Diagnosis,ICD-11-MMS,2025-01
SR46,Depletion of muscular tissues pattern (TM2),Diagnosis,ICD-11-MMS,2025-01
SR45,Excessive increase of muscular tissues pattern (TM2),Diagnosis,ICD-11-MMS,2025-01
SR44,Depletion of blood pattern (TM2),Diagnosis,ICD-11-MMS,2025-01
SR43,Morbid increase of blood pattern (TM2),Diagnosis,ICD-11-MMS,2025-01
SR42,Depletion of primary circulating nutrient fluid pattern (TM2),Diagnosis,ICD-11-MMS,2025-01
SR41,Aggravation of primary circulating nutrient fluid pattern (TM2),Diagnosis,ICD-11-MMS,2025-01
SR40,"Vitiation of ""primary structural components of the body"" pattern (TM2)",Diagnosis,ICD-11-MMS,2025-01
SR2Z,"Functional elements and humoral derangement patterns (TM2), unspecified",Diagnosis,ICD-11-MMS,2025-01
SR2Y,Other specified functional elements and humoral derangement patterns (TM2),Diagnosis,ICD-11-MMS,2025-01
SR20,Pattern of occlusion (TM2),Diagnosis,ICD-11-MMS,2025-01
SR1X,Thickening of humors pattern (TM2),Diagnosis,ICD-11-MMS,2025-01
SR1W,Burning of humors pattern (TM2),Diagnosis,ICD-11-MMS,2025-01
SR1V,Spoilage of humors pattern (TM2),Diagnosis,ICD-11-MMS,2025-01
SR1U,Blood hyperviscosity pattern (TM2),Diagnosis,ICD-11-MMS,2025-01
SR1T,Blood deficiency pattern (TM2),Diagnosis,ICD-11-MMS,2025-01
SR1S,Blood thinning pattern (TM2),Diagnosis,ICD-11-MMS,2025-01
SR1R,Blood thickening pattern (TM2),Diagnosis,ICD-11-MMS,2025-01
SR1Q,Predominance of Sawdā’ pattern (TM2),Diagnosis,ICD-11-MMS,2025-01
SR1P,Predominance of Balgham pattern (TM2),Diagnosis,ICD-11-MMS,2025-01
SR1N,Predominance of Ṣafrā’ pattern (TM2),Diagnosis,ICD-11-MMS,2025-01
SR1M,Predominance of Dam pattern (TM2),Diagnosis,ICD-11-MMS,2025-01
SR1L,Decrease of Aiyam pattern (TM2),Diagnosis,ICD-11-MMS,2025-01
SR1K,Decrease of Aẕal pattern (TM2),Diagnosis,ICD-11-MMS,2025-01
SR1J,Decrease of Vaḷi pattern (TM2),Diagnosis,ICD-11-MMS,2025-01
SR1H,Increase of Aiyam pattern (TM2),Diagnosis,ICD-11-MMS,2025-01
SR1G,Increase of Aẕal pattern (TM2),Diagnosis,ICD-11-MMS,2025-01
SR1F,Increase of Vaḷi pattern (TM2),Diagnosis,ICD-11-MMS,2025-01
SR1E,Depletion of kapha pattern (TM2),Diagnosis,ICD-11-MMS,2025-01
SR1D,Spreading of kapha pattern (TM2),Diagnosis,ICD-11-MMS,2025-01
SR1C,Aggravation of kapha pattern (TM2),Diagnosis,ICD-11-MMS,2025-01
SR1B,Accumulation of kapha pattern (TM2),Diagnosis,ICD-11-MMS,2025-01
SR1A,Vitiation of kapha pattern (TM2),Diagnosis,ICD-11-MMS,2025-01
SR19,Depletion of pitta pattern (TM2),Diagnosis,ICD-11-MMS,2025-01
SR18,Spreading of pitta pattern (TM2),Diagnosis,ICD-11-MMS,2025-01
SR17,Aggravation of pitta pattern (TM2),Diagnosis,ICD-11-MMS,2025-01
SR16,Accumulation of pitta pattern (TM2),Diagnosis,ICD-11-MMS,2025-01
SR15,Vitiation of pitta pattern (TM2),Diagnosis,ICD-11-MMS,2025-01
SR14,Depletion of vata pattern (TM2),Diagnosis,ICD-11-MMS,2025-01
SR13,Spreading of vata pattern (TM2),Diagnosis,ICD-11-MMS,2025-01
SR12,Aggravation of vata pattern (TM2),Diagnosis,ICD-11-MMS,2025-01
SR11,Accumulation of Vata pattern (TM2),Diagnosis,ICD-11-MMS,2025-01
SR10,Vitiation of vāta pattern (TM2),Diagnosis,ICD-11-MMS,2025-01
SR0Z,"Childhood disorders (TM2), unspecified",Diagnosis,ICD-11-MMS,2025-01
SR0Y,Other specified childhood disorders (TM2),Diagnosis,ICD-11-MMS,2025-01
SR06,Oral thrush in babies disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SR05,Childhood malnutrition disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SR04,Ophthalmia neonatarum disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SR03,Infantile epilepsy disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SR02,Infantile dysentry disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SR01,Bed wetting disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SR00,Marasmus disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SQ8Z,"External factors disorders (TM2), unspecified",Diagnosis,ICD-11-MMS,2025-01
SQ8Y,Other specified external factors disorders (TM2),Diagnosis,ICD-11-MMS,2025-01
SQ80,Inadequate diet disorders (TM2),Diagnosis,ICD-11-MMS,2025-01
SQ6Z,"Poisoning disorders (TM2), unspecified",Diagnosis,ICD-11-MMS,2025-01
SQ6Y,Other specified poisoning disorders (TM2),Diagnosis,ICD-11-MMS,2025-01
SQ61,Artificial poison disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SQ60,Pseudo poisoning disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SQ5Z,"Infestation disorders (TM2), unspecified",Diagnosis,ICD-11-MMS,2025-01
SQ5Y,Other specified infestation disorders (TM2),Diagnosis,ICD-11-MMS,2025-01
SQ50,Worm infestation disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SQ4Z,"Mental, emotional and behavioural disorders (TM2), unspecified",Diagnosis,ICD-11-MMS,2025-01
SQ4Y,"Other specified mental, emotional and behavioural disorders (TM2)",Diagnosis,ICD-11-MMS,2025-01
SQ41,Lycanthropy disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SQ40,Hypersomnia disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SQ2Z,"Behavioural disorders (TM2), unspecified",Diagnosis,ICD-11-MMS,2025-01
SQ2Y,Other specified behavioural disorders (TM2),Diagnosis,ICD-11-MMS,2025-01
SQ24,Insomnia disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SQ23,Panic attack disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SQ22,Non alcoholic intoxication disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SQ21,Egomania disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SQ20,Alcoholism disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SQ1Z,"Emotional disorders (TM2), unspecified",Diagnosis,ICD-11-MMS,2025-01
SQ1Y,Other specified emotional disorders (TM2),Diagnosis,ICD-11-MMS,2025-01
SQ10,Anxiety ephemeral fever disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SQ0Z,"Mental disorders (TM2), unspecified",Diagnosis,ICD-11-MMS,2025-01
SQ0Y,Other specified mental disorders (TM2),Diagnosis,ICD-11-MMS,2025-01
SQ05,"Lack of concentration, confusion disorder (TM2)",Diagnosis,ICD-11-MMS,2025-01
SQ04,Depressive disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SQ03,Insanity disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SQ02,Hysteria disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SQ01,Hallucination disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SQ00,Delirium disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SP9Z,"Disorders affecting the whole body (TM2), unspecified",Diagnosis,ICD-11-MMS,2025-01
SP9Y,Other specified disorders affecting the whole body (TM2),Diagnosis,ICD-11-MMS,2025-01
SP9A,General debility disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SP99,Pruritus disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SP98,Syncope disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SP97,Severe fatigue disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SP96,Laziness disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SP95,Excessive yawning disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SP94,Inflammation disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SP93,Impaired immunity disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SP92,Oedema disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SP91,Generalised oedema disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SP90,Abscess disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SP7Z,"Tumours disorders (TM2), unspecified",Diagnosis,ICD-11-MMS,2025-01
SP7Y,Other specified tumours disorders (TM2),Diagnosis,ICD-11-MMS,2025-01
SP72,Deep rooted spreading tumour disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SP71,Benign tumour disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SP70,Lipoma disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SP6Z,"Metabolic disorders (TM2), unspecified",Diagnosis,ICD-11-MMS,2025-01
SP6Y,Other specified metabolic disorders (TM2),Diagnosis,ICD-11-MMS,2025-01
SP64,Obesity disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SP63,Polydipsia disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SP62,High fat disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SP61,Emaciation disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SP60,Diabetes mellitus disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SP5Z,"Febricity disorders (TM2), unspecified",Diagnosis,ICD-11-MMS,2025-01
SP5Y,Other specified febricity disorders (TM2),Diagnosis,ICD-11-MMS,2025-01
SP5B,Consumptive disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SP5A,Inflammation with morbid matter disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SP59,Fever disorder due to external factor (TM2),Diagnosis,ICD-11-MMS,2025-01
SP58,Continuous fever disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SP57,Intermittent fever disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SP56,High grade fever disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SP55,Fever with chills disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SP54,Fever with body pain disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SP53,High fever disorder with yellow discouloration (TM2),Diagnosis,ICD-11-MMS,2025-01
SP52,Fever disorder with excessive salivation (TM2),Diagnosis,ICD-11-MMS,2025-01
SP51,Fever disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SP50,Enteric fever disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SP4Z,"Bone, joint and muscle disorders (TM2), unspecified",Diagnosis,ICD-11-MMS,2025-01
SP4Y,"Other specified bone, joint and muscle disorders (TM2)",Diagnosis,ICD-11-MMS,2025-01
SP45,Cervical spondylosis disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SP44,Torticollis disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SP43,Lumbo-sacroiliac disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SP42,Lumbar spondylosis disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SP41,Sciatica disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SP40,Achillodynia disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SP2Z,"Muscle disorders (TM2), unspecified",Diagnosis,ICD-11-MMS,2025-01
SP2Y,Other specified muscle disorders (TM2),Diagnosis,ICD-11-MMS,2025-01
SP21,Atony disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SP20,"Muscle pain, twisting disorder (TM2)",Diagnosis,ICD-11-MMS,2025-01
SP1Z,"Joint disorders (TM2), unspecified",Diagnosis,ICD-11-MMS,2025-01
SP1Y,Other specified joint disorders (TM2),Diagnosis,ICD-11-MMS,2025-01
SP15,Frozen shoulder disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SP14,Gout disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SP13,Hip joint pain disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SP12,Osteoarthritis disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SP11,Rheumatism disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SP10,Polyarthritis disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SP0Z,"Bone disorders (TM2), unspecified",Diagnosis,ICD-11-MMS,2025-01
SP0Y,Other specified bone disorders (TM2),Diagnosis,ICD-11-MMS,2025-01
SP00,Osteoporosis disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SN9Z,"Skin, nail and hair disorders (TM2), unspecified",Diagnosis,ICD-11-MMS,2025-01
SN9Y,"Other specified skin, nail and hair disorders (TM2)",Diagnosis,ICD-11-MMS,2025-01
SN92,Carbuncle disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SN91,Dandruff disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SN90,Patchy alopecia disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SN7Z,"Hair disorders (TM2), unspecified",Diagnosis,ICD-11-MMS,2025-01
SN7Y,Other specified hair disorders (TM2),Diagnosis,ICD-11-MMS,2025-01
SN73,Premature greying of hair disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SN72,Folliculitis disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SN71,Baldness disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SN70,Furunculosis of scalp disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SN6Z,"Nail disorders (TM2), unspecified",Diagnosis,ICD-11-MMS,2025-01
SN6Y,Other specified nail disorders (TM2),Diagnosis,ICD-11-MMS,2025-01
SN60,Brittle nails disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SN5Z,"Skin disorders (TM2), unspecified",Diagnosis,ICD-11-MMS,2025-01
SN5Y,Other specified skin disorders (TM2),Diagnosis,ICD-11-MMS,2025-01
SN4W,Ulcer disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SN4V,Acne disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SN4U,Ring worm infection disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SN4T,Herpes disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SN4S,Verruca disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SN4R,Roughness of skin disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SN4Q,Scar marks disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SN4P,Pemphigus vulgaris disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SN4N,Prickly heat disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SN4M,Boil disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SN4L,Wheal disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SN4K,Urticaria disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SN4J,Black red skin lesion disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SN4H,Mole disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SN4G,Melasma disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SN4F,Birth mark - blackish red disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SN4E,Lentigo disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SN4D,Vitiligo disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SN4C,Scaling of scalp and forehead skin disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SN4B,Ichthyosis disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SN4A,Psoriasis disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SN49,Integumentary disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SN48,Intertrigo disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SN47,Dracunculosis disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SN46,Scabies disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SN45,Excess of sweat disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SN44,Foul body smelling disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SN43,Eczema disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SN42,Dryness of skin disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SN41,Discoloration of body disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SN40,Dermatitis disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SN3Z,"Urinary and reproductive system disorders (TM2), unspecified",Diagnosis,ICD-11-MMS,2025-01
SN3Y,Other specified urinary and reproductive system disorders (TM2),Diagnosis,ICD-11-MMS,2025-01
SN31,Syphillis disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SN30,Gonorrhoea disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SN1Z,"Pregnancy and childbirth related disorders (TM2), unspecified",Diagnosis,ICD-11-MMS,2025-01
SN1Y,Other specified pregnancy and childbirth related disorders (TM2),Diagnosis,ICD-11-MMS,2025-01
SN12,Recurrent pregnancy loss disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SN11,Vitiated breast milk disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SN10,Decreased breastmilk disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SN0Z,"Male Reproductive System disorders (TM2), unspecified",Diagnosis,ICD-11-MMS,2025-01
SN0Y,Other specified male Reproductive System disorders (TM2),Diagnosis,ICD-11-MMS,2025-01
SN0A,Phimosis disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SN09,Spermatorrhoea disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SN08,Prostatic enlargement disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SN07,Priapism disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SN06,Penile growth disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SN05,Orchitis disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SN04,Mustard- size boils on penis disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SN03,Oligospermia disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SN02,Erectile dysfunction disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SN01,Hydrocele disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SN00,Balanitis disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SM9Z,"Female Reproductive System disorders (TM2), unspecified",Diagnosis,ICD-11-MMS,2025-01
SM9Y,Other specified female Reproductive System disorders (TM2),Diagnosis,ICD-11-MMS,2025-01
SM9C,Metritis disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SM9B,Vaginismus disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SM9A,Uterine prolapse disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SM99,Uterine polyps disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SM98,Dysfunctional uterine bleeding disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SM97,Hypomenorrhoea disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SM96,Dysmenorrhoea disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SM95,Vaginitis disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SM94,Female infertility disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SM93,Leucorrhoea disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SM92,Bartholin's cyst disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SM91,Endocervicitis disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SM90,Amenorrhoea disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SM8Z,"Urinary system disorders (TM2), unspecified",Diagnosis,ICD-11-MMS,2025-01
SM8Y,Other specified urinary system disorders (TM2),Diagnosis,ICD-11-MMS,2025-01
SM8E,Oliguria disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SM8D,Polyuria disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SM8C,Urinary stone disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SM8B,Urinary incontinence disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SM8A,Haematuria disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SM89,Thick urine disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SM88,Dribbling of urine disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SM87,Dysuria disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SM86,Wound of the urinary bladder disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SM85,Cystitis disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SM84,Nephritis disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SM83,Renal colic disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SM82,Insufficiency of the urinary bladder disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SM81,Retention of urine disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SM80,Renal abscess disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SM7Z,"Gastro-intestinal disorders (TM2), unspecified",Diagnosis,ICD-11-MMS,2025-01
SM7Y,Other specified gastro-intestinal disorders (TM2),Diagnosis,ICD-11-MMS,2025-01
SM76,Severe vomiting and diarrhoea disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SM75,Dynamic intestinal obstruction disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SM74,Hiccough disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SM73,Infantile tenesmus disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SM72,Bowel inflammation disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SM71,Anorexia disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SM70,Flank pain disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SM5Z,"Anorectal disorders (TM2), unspecified",Diagnosis,ICD-11-MMS,2025-01
SM5Y,Other specified anorectal disorders (TM2),Diagnosis,ICD-11-MMS,2025-01
SM56,Anal abscess disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SM55,Rectal prolapse disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SM54,Proctitis disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SM53,Haemorrhoids disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SM52,Fistula in ano disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SM51,Anal fissure disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SM50,Proctalgia disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SM4Z,"Liver and Spleen disorders (TM2), unspecified",Diagnosis,ICD-11-MMS,2025-01
SM4Y,Other specified liver and Spleen disorders (TM2),Diagnosis,ICD-11-MMS,2025-01
SM44,Splenomegaly disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SM43,Hepatitis disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SM42,Hepatomegaly disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SM41,Jaundice disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SM40,Liver abscess disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SM3Z,"Abdominal cavity disorders (TM2), unspecified",Diagnosis,ICD-11-MMS,2025-01
SM3Y,Other specified abdominal cavity disorders (TM2),Diagnosis,ICD-11-MMS,2025-01
SM3L,Vomiting disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SM3K,Abdominal lumps disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SM3J,Retching disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SM3H,Nausea disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SM3G,Hernia disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SM3F,Gastritis disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SM3E,Gastric ulcer disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SM3D,Duodenal ulcer disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SM3C,Food stasis indigestion disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SM3B,Indigestion disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SM3A,Hyperacidity disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SM39,Dyspepsia disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
SM38,Dysentery disorder (TM2),Diagnosis,ICD-11-MMS,2025-01
